,Unnamed: 0,site_id,building_id,primary_use,square_feet,year_built,floor_count,meter,timestamp,meter_reading,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
6940154,6940154,8,872,Public services,3627,,1.0,0,2016-05-09 10:00:00,5.875,16.1,0.0,13.3,0.0,1019.3,110.0,1.5
10122791,10122791,0,37,Lodging/residential,53130,2002.0,,0,2016-07-05 00:00:00,318.073,30.6,6.0,24.4,0.0,1019.0,150.0,5.7
19627636,19627636,13,1133,Office,82302,,,2,2016-12-21 14:00:00,1921.88,0.6,,-5.0,0.0,1011.0,180.0,5.7
11254814,11254814,0,31,Education,61904,2001.0,,1,2016-07-25 03:00:00,2785.88,24.4,4.0,21.1,0.0,1018.4,170.0,1.5
9717061,9717061,14,1269,Healthcare,56388,,,0,2016-06-27 18:00:00,131.062,29.4,0.0,13.9,0.0,1015.8,240.0,3.6
13908153,13908153,9,898,Public services,64749,,,2,2016-09-10 17:00:00,33.55,27.8,0.0,18.9,0.0,1020.0,30.0,4.1
14069783,14069783,2,228,Lodging/residential,49108,1951.0,,3,2016-09-13 14:00:00,0.0,26.7,,14.4,0.0,1008.9,120.0,6.2
418970,418970,5,730,Education,126045,1966.0,4.0,0,2016-01-08 14:00:00,144.4,10.0,,6.0,,,240.0,4.1
12837333,12837333,2,202,Lodging/residential,74682,2006.0,,0,2016-08-22 15:00:00,258.02,27.8,2.0,16.1,0.0,1010.8,120.0,3.6
5351476,5351476,3,427,Public services,14269,,,0,2016-04-11 04:00:00,18.0,8.3,,0.6,0.0,1025.6,180.0,6.2
4985698,4985698,2,219,Education,96124,1959.0,,0,2016-04-04 16:00:00,198.62,21.7,2.0,-4.4,0.0,1017.1,100.0,4.1
12482025,12482025,2,195,Office,9703,1940.0,,1,2016-08-16 08:00:00,28.2051,34.4,2.0,14.4,0.0,1006.4,80.0,4.1
46808,46808,5,727,Education,139113,1976.0,3.0,0,2016-01-01 20:00:00,38.6,9.0,,7.0,,,120.0,11.3
7004862,7004862,1,105,Education,50623,,5.0,0,2016-05-10 14:00:00,103.221,16.2,,16.2,,1005.4,90.0,3.6
12481850,12481850,0,84,Office,4038,1986.0,,0,2016-08-16 08:00:00,20.6372,26.7,2.0,25.0,0.0,1019.8,60.0,3.1
19439319,19439319,15,1358,Lodging/residential,61439,1903.0,,0,2016-12-18 06:00:00,25.5,4.4,,3.9,3.0,1003.9,150.0,5.7
2650916,2650916,12,1060,Entertainment/public assembly,71806,,,0,2016-02-18 21:00:00,166.752,2.6,2.0,0.9,,1015.2,230.0,5.0
28646,28646,9,887,Lodging/residential,69754,,,0,2016-01-01 12:00:00,37.0,6.7,4.0,1.1,-1.0,1030.5,30.0,4.1
19312292,19312292,2,247,Education,64560,1965.0,,1,2016-12-16 01:00:00,200.355,21.7,,5.6,0.0,1011.7,0.0,0.0
628021,628021,0,44,Retail,283,1985.0,,0,2016-01-12 10:00:00,0.0,5.6,4.0,2.8,0.0,1021.6,360.0,3.1
4996385,4996385,13,1132,Office,103926,,,1,2016-04-04 20:00:00,5.9976,3.3,,-7.2,0.0,1026.8,310.0,4.1
4923431,4923431,9,976,Education,59498,,,2,2016-04-03 13:00:00,0.0,7.2,0.0,5.0,0.0,1024.0,0.0,0.0
14294514,14294514,13,1132,Office,103926,,,1,2016-09-17 13:00:00,12.3284,15.6,,13.3,0.0,1011.1,300.0,2.6
10069553,10069553,3,440,Public services,35033,1962.0,,0,2016-07-04 01:00:00,44.25,20.6,,18.3,0.0,1019.5,200.0,2.6
14630748,14630748,13,1143,Office,96612,,,0,2016-09-23 12:00:00,133.0,15.6,8.0,13.9,0.0,1020.2,70.0,5.1
3129794,3129794,9,926,Education,26033,,,0,2016-02-28 12:00:00,24.0,13.9,,12.2,0.0,1017.4,,2.6
16913595,16913595,0,29,Education,113866,2006.0,,1,2016-11-03 00:00:00,844.207,23.3,4.0,17.8,0.0,1022.5,60.0,4.6
4429754,4429754,10,1000,Education,121146,,2.0,0,2016-03-25 07:00:00,79.25,6.7,,-2.2,0.0,1013.1,330.0,7.2
15217664,15217664,14,1238,Office,129707,,,2,2016-10-03 21:00:00,782.294,22.8,0.0,11.7,0.0,1015.2,330.0,2.1
7235905,7235905,13,1073,Office,194111,,,1,2016-05-14 16:00:00,189.924,5.0,,-3.9,0.0,1021.3,320.0,6.2
19700863,19700863,13,1127,Office,87131,,,0,2016-12-22 21:00:00,117.195,2.8,2.0,-6.7,0.0,1022.6,230.0,4.6
13377132,13377132,15,1354,Education,23232,,,2,2016-09-01 07:00:00,60.2963,17.8,,17.8,,1012.1,0.0,0.0
14107969,14107969,5,739,Education,137046,1966.0,2.0,0,2016-09-14 06:00:00,43.2,18.0,0.0,16.0,,,50.0,6.2
17298514,17298514,14,1237,Office,42755,,,0,2016-11-09 19:00:00,75.0,11.7,,10.6,3.0,1008.9,,1.5
6826895,6826895,2,220,Education,122592,1971.0,,1,2016-05-07 10:00:00,370.254,17.2,,6.7,0.0,1010.2,170.0,3.1
3027146,3027146,3,312,Entertainment/public assembly,6625,,,0,2016-02-26 11:00:00,4.44,1.7,,-6.7,0.0,1013.5,330.0,4.1
19127566,19127566,1,117,Education,15489,2004.0,4.0,3,2016-12-12 19:00:00,53.0167,11.0,,10.3,,1020.3,180.0,4.1
6370489,6370489,5,723,Education,160038,1966.0,4.0,0,2016-04-29 07:00:00,190.3,6.0,,1.0,,,290.0,7.2
5244943,5244943,13,1211,Office,94988,,,0,2016-04-09 06:00:00,35.797,-4.4,0.0,-13.9,0.0,1024.5,360.0,4.1
12664855,12664855,13,1187,Office,121714,,,2,2016-08-19 13:00:00,82.0,20.0,,17.8,0.0,1010.2,180.0,2.1
4354481,4354481,14,1265,Food sales and service,35605,,,0,2016-03-23 19:00:00,155.033,21.1,0.0,0.0,0.0,1013.3,250.0,5.7
5397761,5397761,15,1425,Utility,4071,1990.0,,0,2016-04-11 23:00:00,21.475,9.4,,6.7,3.0,1013.1,180.0,5.7
17410642,17410642,7,800,Education,64583,1955.0,2.0,2,2016-11-11 19:00:00,545.68,5.2,,-8.6,,1013.8,320.0,9.3
8111866,8111866,13,1085,Education,58377,,,2,2016-05-30 06:00:00,78.125,18.3,0.0,13.9,0.0,1015.3,0.0,0.0
14400943,14400943,15,1401,Lodging/residential,168791,1946.0,,1,2016-09-19 10:00:00,248.302,16.7,0.0,16.7,,1016.5,0.0,0.0
305281,305281,14,1289,Education,194441,,,2,2016-01-06 12:00:00,14827.4,-10.6,0.0,-13.9,0.0,1035.7,0.0,0.0
3827674,3827674,9,973,Office,193960,,,0,2016-03-13 09:00:00,145.0,14.4,0.0,12.8,0.0,1007.9,,2.1
9694386,9694386,2,239,Lodging/residential,106440,1963.0,,3,2016-06-27 09:00:00,0.0,33.3,,13.3,0.0,1009.5,100.0,2.6
12312826,12312826,14,1306,Lodging/residential,54172,,,0,2016-08-13 05:00:00,60.0,25.6,0.0,23.9,0.0,1012.1,0.0,0.0
6153178,6153178,9,974,Education,186572,,,2,2016-04-25 10:00:00,94.55,21.7,,20.0,0.0,,,1.5
4512426,4512426,14,1294,Office,15649,,,1,2016-03-26 22:00:00,266.108,11.1,0.0,1.7,0.0,1025.6,150.0,5.7
19444731,19444731,3,329,Entertainment/public assembly,3133,,,0,2016-12-18 09:00:00,0.52,13.3,8.0,11.1,0.0,1009.5,200.0,7.2
1367406,1367406,4,577,Education,113589,1958.0,3.0,0,2016-01-25 19:00:00,47.6,12.8,,7.8,0.0,1025.5,240.0,2.6
2708401,2708401,8,814,Public services,4371,,1.0,0,2016-02-20 01:00:00,2.4583,16.7,2.0,10.0,0.0,1027.6,90.0,2.6
2772229,2772229,3,542,Education,66900,1969.0,,0,2016-02-21 08:00:00,72.76,8.9,0.0,5.6,0.0,1013.4,200.0,3.6
9045003,9045003,3,491,Education,66600,1970.0,,0,2016-06-15 20:00:00,113.07,26.7,,18.9,0.0,1012.1,170.0,3.6
9159852,9159852,3,445,Education,40950,1910.0,,0,2016-06-17 21:00:00,115.79,27.2,2.0,15.0,0.0,1014.6,80.0,3.6
3083959,3083959,9,899,Education,225014,,,1,2016-02-27 14:00:00,379.081,8.3,0.0,4.4,0.0,1026.5,0.0,0.0
14421980,14421980,15,1358,Lodging/residential,61439,1903.0,,1,2016-09-19 19:00:00,60.9491,24.4,4.0,15.6,,1017.8,50.0,2.1
17296407,17296407,15,1329,Technology/science,60100,1912.0,,1,2016-11-09 18:00:00,81.6817,5.6,,5.0,,1014.8,320.0,5.7
1027309,1027309,13,1109,Office,102191,,,0,2016-01-19 15:00:00,200.71400000000003,-19.4,,-22.2,0.0,1034.3,90.0,2.1
11867974,11867974,6,778,Entertainment/public assembly,108339,,,0,2016-08-05 03:00:00,150.75,22.2,2.0,19.4,0.0,1018.2,0.0,0.0
13628114,13628114,9,900,Education,111623,,,0,2016-09-05 18:00:00,185.0,32.8,4.0,24.4,0.0,1016.7,170.0,2.1
12276773,12276773,15,1382,Public services,243072,1965.0,,0,2016-08-12 13:00:00,433.3,25.6,4.0,22.2,,1013.0,210.0,4.1
15795195,15795195,9,894,Education,101555,,,1,2016-10-14 02:00:00,300.937,23.9,,21.7,0.0,1018.4,,1.5
5943557,5943557,0,63,Lodging/residential,41617,2001.0,,0,2016-04-21 17:00:00,0.0,28.0,4.0,15.0,0.0,,120.0,8.8
13435753,13435753,14,1250,Education,232139,,,2,2016-09-02 08:00:00,0.0,16.7,0.0,12.8,0.0,1014.7,340.0,3.6
18842292,18842292,3,394,Entertainment/public assembly,3545,2000.0,,0,2016-12-07 18:00:00,21.53,10.6,6.0,0.6,0.0,1017.2,340.0,4.6
1845405,1845405,3,556,Healthcare,450000,2012.0,,0,2016-02-03 11:00:00,1249.51,5.0,,3.3,-1.0,1019.8,60.0,2.1
5122874,5122874,12,1063,Education,58157,,,0,2016-04-07 02:00:00,22.33,3.7,6.0,1.3,,1007.0,260.0,11.0
8163809,8163809,14,1225,Office,122746,,,2,2016-05-31 04:00:00,135.439,21.7,,19.4,0.0,1013.9,190.0,3.6
12976662,12976662,13,1162,Office,72958,,,2,2016-08-25 04:00:00,0.0,20.6,,15.0,0.0,1015.2,280.0,2.6
9320395,9320395,13,1191,Education,192152,,,1,2016-06-20 17:00:00,2028.52,25.0,2.0,10.6,0.0,1020.0,300.0,6.7
16402502,16402502,1,120,Education,68211,1976.0,7.0,0,2016-10-24 21:00:00,208.9,11.1,,8.1,,1016.8,40.0,2.6
9852139,9852139,5,717,Education,28826,1976.0,2.0,0,2016-06-30 04:00:00,4.2,13.0,,12.0,,,280.0,2.6
118489,118489,9,972,Education,282152,,,0,2016-01-03 03:00:00,145.0,6.1,,5.6,3.0,1028.1,0.0,0.0
4593301,4593301,5,716,Education,37265,1919.0,3.0,0,2016-03-28 13:00:00,3.0,10.0,0.0,5.0,,,260.0,7.7
16071681,16071681,9,930,Office,20917,,,0,2016-10-19 00:00:00,26.0,30.0,0.0,19.4,0.0,1009.7,170.0,2.1
105250,105250,14,1252,Education,116249,,,3,2016-01-02 21:00:00,2056.3,3.9,,-6.1,0.0,1015.5,300.0,4.1
1097988,1097988,9,942,Lodging/residential,57334,,,1,2016-01-20 22:00:00,146.231,13.3,,4.4,0.0,1016.6,130.0,3.1
19047864,19047864,3,419,Education,271300,1940.0,,0,2016-12-11 09:00:00,80.95,-1.1,8.0,-10.0,0.0,1033.9,330.0,1.5
2480441,2480441,3,462,Public services,9226,,,0,2016-02-15 11:00:00,13.37,-5.6,,-8.3,-1.0,1031.7,140.0,3.1
14695044,14695044,2,167,Lodging/residential,86323,1956.0,,1,2016-09-24 16:00:00,204.118,22.2,0.0,1.1,0.0,1015.3,0.0,0.0
16749893,16749893,2,175,Education,111635,1989.0,,0,2016-10-31 02:00:00,98.42,31.1,,8.3,0.0,1011.0,360.0,1.5
5710165,5710165,5,710,Education,12088,1919.0,4.0,0,2016-04-17 13:00:00,2.2,10.0,0.0,4.0,,,250.0,5.7
10639917,10639917,11,1030,Education,68030,,,1,2016-07-14 04:00:00,237.681,25.8,,20.6,,1007.3,200.0,6.2
11548528,11548528,13,1192,Office,43587,,,2,2016-07-30 09:00:00,0.0,20.6,,14.4,0.0,1016.1,360.0,1.5
3086816,3086816,14,1264,Education,33012,,,1,2016-02-27 15:00:00,257.094,0.0,0.0,-10.0,0.0,1020.2,310.0,3.1
16825595,16825595,13,1167,Office,52748,,,0,2016-11-01 10:00:00,50.531000000000006,11.1,0.0,9.4,0.0,1006.9,260.0,3.1
11438056,11438056,15,1353,Religious worship,22201,,,0,2016-07-28 09:00:00,9.75,17.2,0.0,15.6,,1013.4,70.0,3.1
10267859,10267859,2,181,Education,148829,2014.0,,0,2016-07-07 14:00:00,247.87,30.0,2.0,13.9,0.0,1010.9,330.0,2.6
11690844,11690844,0,96,Lodging/residential,200933,2006.0,,1,2016-08-01 23:00:00,5276.29,31.1,,21.7,0.0,1018.6,110.0,3.6
17285857,17285857,7,795,Education,387500,1960.0,6.0,0,2016-11-09 14:00:00,3143.04,4.2,,-1.1,,1016.0,340.0,6.2
12790346,12790346,2,180,Education,24586,,,0,2016-08-21 19:00:00,18.17,34.4,2.0,11.1,0.0,1010.3,,1.5
2945426,2945426,13,1163,Parking,83919,,,0,2016-02-24 19:00:00,79.0,2.8,,-2.8,0.0,1015.4,360.0,5.1
3874946,3874946,2,218,Public services,16411,,,0,2016-03-14 08:00:00,5.31,17.2,,1.1,0.0,1013.8,80.0,2.6
797481,797481,13,1185,Office,129532,,,1,2016-01-15 11:00:00,0.0,-5.6,,-7.8,0.0,1001.8,340.0,5.7
4737694,4737694,3,550,Public services,16000,2014.0,,0,2016-03-31 06:00:00,32.37,13.3,6.0,6.7,0.0,1019.1,190.0,8.2
4579976,4579976,2,163,Education,72102,1970.0,,3,2016-03-28 07:00:00,0.0,23.3,4.0,-0.6,0.0,1009.9,,1.5
17904725,17904725,5,741,Education,14025,1966.0,1.0,0,2016-11-20 16:00:00,2.1,6.0,,4.0,,,50.0,2.1
4926923,4926923,1,140,Office,50020,,11.0,0,2016-04-03 15:00:00,27.2082,14.1,,7.0,,1004.6,130.0,3.6
10045868,10045868,2,243,Parking,557217,2004.0,,0,2016-07-03 15:00:00,59.39,32.8,0.0,13.9,0.0,1013.0,110.0,3.1
10229744,10229744,14,1253,Education,134748,,,0,2016-07-06 21:00:00,349.141,33.9,0.0,18.3,0.0,1008.7,,2.1
11176781,11176781,6,751,Office,37485,,,1,2016-07-23 17:00:00,58.699,35.0,0.0,19.4,0.0,1014.3,180.0,2.1
18422372,18422372,13,1101,Office,71936,,,0,2016-11-29 19:00:00,84.302,2.8,,-1.7,0.0,992.8,220.0,6.7
12721687,12721687,14,1309,Lodging/residential,58041,,,0,2016-08-20 13:00:00,58.37,25.6,0.0,20.6,0.0,1012.8,80.0,2.1
16729189,16729189,3,450,Education,116872,1931.0,,0,2016-10-30 17:00:00,86.25,22.2,,15.6,0.0,1013.3,170.0,4.6
6241943,6241943,8,861,Other,4276,,1.0,0,2016-04-27 00:00:00,12.5,24.4,0.0,17.2,0.0,1013.4,110.0,5.7
15667887,15667887,6,774,Lodging/residential,93500,,,2,2016-10-11 20:00:00,897.298,19.4,0.0,6.1,0.0,1028.3,110.0,2.1
9927210,9927210,5,740,Education,37975,1976.0,1.0,0,2016-07-01 12:00:00,0.0004,16.0,,12.0,,,270.0,7.7
15144117,15144117,12,1062,Education,65843,,,0,2016-10-02 14:00:00,64.445,14.3,3.0,9.7,,1017.7,130.0,7.0
16173155,16173155,12,1059,Entertainment/public assembly,116186,,,0,2016-10-20 19:00:00,362.085,9.3,7.0,7.8,,1025.0,60.0,2.0
17155146,17155146,10,1010,Office,11419,,1.0,0,2016-11-07 06:00:00,3.0,6.7,0.0,3.3,0.0,1019.9,170.0,2.6
3102320,3102320,4,627,Education,56637,1953.0,5.0,0,2016-02-27 23:00:00,104.5,19.4,,8.3,0.0,1020.5,280.0,5.7
11664930,11664930,15,1329,Technology/science,60100,1912.0,,1,2016-08-01 11:00:00,865.8560000000001,20.0,,19.4,-1.0,1017.3,90.0,1.5
20081689,20081689,2,183,Education,132518,1992.0,,0,2016-12-29 15:00:00,252.07,11.1,,7.2,0.0,1021.1,0.0,0.0
6093318,6093318,0,5,Education,8000,2000.0,,0,2016-04-24 09:00:00,0.0,17.2,2.0,16.1,0.0,1014.4,230.0,1.5
16383430,16383430,15,1415,Lodging/residential,40492,1975.0,,0,2016-10-24 12:00:00,22.6,8.3,,6.1,,1013.9,310.0,7.2
11769150,11769150,14,1226,Education,27995,,,2,2016-08-03 08:00:00,25.0659,17.8,0.0,16.1,0.0,1019.2,340.0,2.1
8352246,8352246,0,70,Parking,387638,2007.0,,0,2016-06-03 13:00:00,32.7629,27.8,2.0,23.3,0.0,1018.0,160.0,3.1
10353189,10353189,9,901,Education,107730,,,2,2016-07-09 02:00:00,277.55,31.1,0.0,20.0,0.0,1012.8,170.0,4.6
7671048,7671048,3,371,Entertainment/public assembly,5554,,,0,2016-05-22 10:00:00,35.6,12.2,,11.1,-1.0,1010.8,350.0,5.1
6924619,6924619,14,1287,Education,60582,,,0,2016-05-09 03:00:00,89.0377,13.3,0.0,-0.6,0.0,1012.7,240.0,1.5
4835448,4835448,0,67,Lodging/residential,24456,1968.0,,0,2016-04-02 00:00:00,0.0,30.0,6.0,19.4,0.0,1011.5,240.0,5.1
14069996,14069996,3,378,Public services,35241,1978.0,,0,2016-09-13 14:00:00,69.04,25.0,4.0,19.4,0.0,1023.5,170.0,5.7
17570683,17570683,0,74,Parking,387638,1997.0,,0,2016-11-14 17:00:00,108.527,21.7,,17.2,0.0,1016.9,350.0,3.6
11234444,11234444,3,367,Entertainment/public assembly,20584,,,0,2016-07-24 18:00:00,111.15,34.4,2.0,17.8,0.0,1015.6,150.0,2.1
10174853,10174853,6,759,Lodging/residential,48519,,,2,2016-07-05 22:00:00,0.0,29.4,,23.3,-1.0,1010.6,230.0,2.1
19428174,19428174,3,321,Public services,15913,,,0,2016-12-18 02:00:00,35.35,2.8,4.0,2.2,0.0,1012.7,20.0,2.1
18517699,18517699,5,698,Education,13939,1976.0,1.0,0,2016-12-01 12:00:00,30.6,5.0,,5.0,,,,0.5
18710189,18710189,3,489,Education,85039,1925.0,,0,2016-12-05 07:00:00,359.13,4.4,,3.9,2.0,,200.0,4.1
8997244,8997244,15,1375,Office,115288,1957.0,,0,2016-06-14 23:00:00,118.525,20.0,0.0,7.2,,1016.1,290.0,3.1
18831408,18831408,12,1053,Office,21582,,,0,2016-12-07 13:00:00,20.935,14.3,7.0,12.3,,1014.4,210.0,9.0
14735724,14735724,5,736,Education,94658,1976.0,3.0,0,2016-09-25 09:00:00,25.6,16.0,,11.0,,,270.0,8.8
12303676,12303676,14,1271,Public services,20540,,,0,2016-08-13 01:00:00,42.5164,27.2,0.0,23.3,0.0,1011.6,0.0,0.0
2709289,2709289,14,1263,Education,97838,,,1,2016-02-20 01:00:00,202.287,1.1,4.0,-3.9,0.0,1024.7,190.0,4.1
5694926,5694926,14,1301,Education,62242,,,3,2016-04-17 06:00:00,0.6573,5.6,0.0,-0.6,0.0,1030.5,330.0,1.5
18470198,18470198,15,1347,Education,322341,1995.0,,2,2016-11-30 15:00:00,826.197,10.6,,8.9,5.0,1010.4,150.0,6.2
10296117,10296117,2,262,Entertainment/public assembly,20804,1999.0,,0,2016-07-08 02:00:00,24.38,39.4,2.0,12.2,0.0,1005.8,320.0,3.6
5407395,5407395,2,175,Education,111635,1989.0,,3,2016-04-12 04:00:00,14.6536,21.1,,10.0,0.0,1014.4,0.0,0.0
16386426,16386426,3,405,Education,82200,1916.0,,0,2016-10-24 14:00:00,36.93,18.3,4.0,8.9,0.0,1017.1,,2.1
14019316,14019316,13,1139,Office,336650,,,1,2016-09-12 16:00:00,4358.26,22.8,2.0,12.8,0.0,1009.9,200.0,6.2
18013601,18013601,9,911,Education,239638,,,1,2016-11-22 14:00:00,783.273,18.9,,17.2,0.0,1014.2,,3.1
9753998,9753998,9,968,Education,153999,,,0,2016-06-28 10:00:00,253.0,23.3,0.0,21.1,0.0,1016.3,0.0,0.0
3241844,3241844,2,250,Education,131710,1991.0,,0,2016-03-01 18:00:00,220.13,25.0,6.0,0.6,0.0,1018.0,140.0,3.1
12760507,12760507,5,737,Education,14790,1976.0,1.0,0,2016-08-21 06:00:00,0.7,14.0,,13.0,,,280.0,8.8
12343815,12343815,9,975,Entertainment/public assembly,426472,,,1,2016-08-13 19:00:00,997.976,32.8,4.0,23.3,0.0,1010.0,,2.1
1805911,1805911,2,216,Education,137065,1964.0,,1,2016-02-02 18:00:00,356.081,8.3,2.0,-10.6,0.0,1020.1,350.0,3.6
1819666,1819666,2,189,Education,7481,1969.0,,0,2016-02-03 00:00:00,7.57,12.8,0.0,-13.9,0.0,1018.2,280.0,6.7
7254679,7254679,13,1152,Office,118858,,,1,2016-05-15 00:00:00,0.0,10.0,4.0,-8.3,0.0,1017.7,300.0,9.3
5171810,5171810,9,931,Education,216050,,,2,2016-04-07 23:00:00,167.75,27.2,0.0,6.1,0.0,1013.7,,2.1
12809006,12809006,1,112,Education,32206,,6.0,0,2016-08-22 03:00:00,0.0069999999999999,17.2,,15.2,,1021.2,230.0,5.1
3147048,3147048,14,1228,Office,162549,,,1,2016-02-28 20:00:00,312.968,16.1,0.0,-1.7,0.0,1010.6,230.0,7.2
2378685,2378685,2,231,Education,33739,1939.0,,0,2016-02-13 10:00:00,83.44,15.6,0.0,1.7,0.0,1016.4,0.0,0.0
14042397,14042397,9,912,Education,52559,,,0,2016-09-13 02:00:00,31.0,28.9,0.0,21.1,0.0,1011.8,120.0,2.1
3025905,3025905,9,967,Entertainment/public assembly,119262,,,1,2016-02-26 10:00:00,19.7295,7.2,0.0,-3.9,0.0,1030.5,,2.6
947864,947864,2,217,Education,282946,2003.0,,1,2016-01-18 05:00:00,96.7485,12.2,0.0,4.4,0.0,1020.6,80.0,3.1
13537486,13537486,0,48,Other,9569,1989.0,,0,2016-09-04 04:00:00,110.145,27.2,4.0,23.3,0.0,1018.5,320.0,2.6
11713151,11713151,13,1079,Education,14185,,,2,2016-08-02 08:00:00,20.0,23.3,0.0,20.6,0.0,1014.7,130.0,2.6
4428945,4428945,3,426,Education,101400,1930.0,,0,2016-03-25 07:00:00,120.5,20.0,,12.8,0.0,1006.2,190.0,7.7
5919199,5919199,12,1040,Office,126960,,,0,2016-04-21 06:00:00,261.865,5.4,5.0,4.3,,1025.3,30.0,4.0
7191524,7191524,13,1119,Office,119509,,,0,2016-05-13 21:00:00,98.0,8.3,,-0.6,0.0,1016.2,310.0,10.3
8228670,8228670,6,765,Entertainment/public assembly,58562,,,0,2016-06-01 08:00:00,153.917,17.8,0.0,16.1,0.0,1015.8,0.0,0.0
10520784,10520784,14,1315,Entertainment/public assembly,82789,,,2,2016-07-12 01:00:00,89.25,23.3,0.0,15.6,0.0,1017.7,120.0,3.6
7125677,7125677,11,1028,Education,81390,,,1,2016-05-12 17:00:00,0.0,22.9,,3.0,,1016.3,160.0,3.1
12551995,12551995,14,1274,Office,17077,,,3,2016-08-17 13:00:00,74.0,26.7,2.0,21.1,0.0,1016.4,300.0,4.1
9562335,9562335,14,1263,Education,97838,,,1,2016-06-25 00:00:00,4724.69,23.3,0.0,16.1,0.0,1017.3,110.0,3.1
10073071,10073071,14,1271,Public services,20540,,,0,2016-07-04 02:00:00,29.7595,21.7,0.0,14.4,0.0,1017.8,250.0,2.1
10540499,10540499,3,462,Public services,9226,,,0,2016-07-12 10:00:00,22.87,23.3,4.0,18.3,0.0,1019.2,0.0,0.0
2306427,2306427,2,262,Entertainment/public assembly,20804,1999.0,,0,2016-02-11 23:00:00,9.99,28.9,2.0,-3.9,0.0,1016.8,310.0,2.1
14145841,14145841,9,897,Education,37775,,,0,2016-09-14 22:00:00,34.0,33.3,0.0,21.1,0.0,1014.1,90.0,3.1
7782213,7782213,15,1339,Education,140488,1961.0,,2,2016-05-24 09:00:00,34.646,7.2,0.0,6.1,,1014.9,0.0,0.0
14344528,14344528,15,1394,Entertainment/public assembly,16351,2002.0,,1,2016-09-18 10:00:00,66.2173,19.4,,18.3,10.0,1015.0,200.0,2.1
5391827,5391827,8,833,Public services,6392,,1.0,0,2016-04-11 21:00:00,11.6667,26.1,4.0,12.8,0.0,1021.7,110.0,3.6
1683929,1683929,3,308,Public services,5033,,,0,2016-01-31 13:00:00,9.23,2.8,,-2.2,0.0,1016.0,210.0,2.6
8476688,8476688,2,181,Education,148829,2014.0,,1,2016-06-05 18:00:00,463.31,38.9,0.0,-2.8,0.0,1006.0,230.0,2.6
19746040,19746040,15,1443,Education,40311,1913.0,,0,2016-12-23 16:00:00,90.375,2.2,0.0,-5.6,,1028.8,220.0,2.6
3161781,3161781,14,1287,Education,60582,,,2,2016-02-29 03:00:00,543.861,8.9,0.0,-0.6,0.0,1008.6,190.0,2.6
1301935,1301935,15,1363,Office,157933,1932.0,,1,2016-01-24 14:00:00,13.736,-7.2,,-9.4,-1.0,1018.5,300.0,3.6
18667923,18667923,3,459,Entertainment/public assembly,36744,2004.0,,0,2016-12-04 11:00:00,50.13,3.9,,-2.8,0.0,1025.3,310.0,2.6
6700974,6700974,9,893,Education,47191,,,2,2016-05-05 04:00:00,3.05,22.8,0.0,9.4,0.0,1015.9,350.0,2.1
12784167,12784167,8,871,Entertainment/public assembly,1536,,1.0,0,2016-08-21 16:00:00,0.3333,31.7,4.0,22.2,0.0,1017.6,0.0,0.0
2562055,2562055,13,1109,Office,102191,,,2,2016-02-17 02:00:00,2453.12,-3.3,,-8.9,0.0,1017.1,330.0,2.6
12308145,12308145,14,1250,Education,232139,,,2,2016-08-13 03:00:00,0.0,26.1,0.0,23.9,0.0,1012.4,0.0,0.0
1914437,1914437,3,480,Office,30000,,,0,2016-02-04 17:00:00,20.89,8.9,,0.6,0.0,1019.3,340.0,8.8
6292201,6292201,15,1380,Education,204029,2010.0,,0,2016-04-27 21:00:00,397.875,11.7,0.0,-5.0,,1013.9,320.0,5.7
2782830,2782830,6,787,Lodging/residential,278795,,,2,2016-02-21 13:00:00,1949.06,10.6,0.0,7.2,0.0,1014.6,170.0,2.1
776230,776230,9,910,Office,60096,,,2,2016-01-15 02:00:00,24.4,15.0,0.0,11.7,0.0,1008.1,,2.1
17396091,17396091,2,199,Parking,405083,2004.0,,0,2016-11-11 13:00:00,79.21,19.4,2.0,5.0,0.0,1018.8,90.0,4.6
71338,71338,1,133,Lodging/residential,64723,1960.0,8.0,0,2016-01-02 07:00:00,27.3,9.4,,8.8,,997.9,130.0,8.2
9571889,9571889,14,1323,Office,87200,,,1,2016-06-25 04:00:00,2063.59,19.4,0.0,16.7,0.0,1018.6,0.0,0.0
1668333,1668333,2,215,Lodging/residential,36406,1940.0,,3,2016-01-31 06:00:00,14.6536,15.0,6.0,1.1,0.0,1011.2,80.0,3.6
5220559,5220559,4,642,Education,30401,,4.0,0,2016-04-08 20:00:00,13.75,17.2,,12.8,0.0,1012.7,300.0,3.1
4554306,4554306,14,1236,Office,61756,,,1,2016-03-27 18:00:00,242.361,12.8,0.0,5.0,0.0,1026.0,160.0,3.6
17014213,17014213,10,1012,Education,23112,,2.0,3,2016-11-04 18:00:00,14.328,8.3,,3.3,0.0,1028.4,310.0,2.6
813123,813123,9,945,Office,332447,,,0,2016-01-15 18:00:00,273.0,17.2,0.0,2.8,0.0,1011.2,,2.6
1620280,1620280,3,531,Public services,68203,,,0,2016-01-30 09:00:00,4.22,-1.1,0.0,-9.4,0.0,1019.5,0.0,0.0
13585514,13585514,6,769,Education,77263,,,0,2016-09-05 00:00:00,75.85,23.3,0.0,13.3,0.0,1022.5,10.0,1.5
